,threshold,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,false_positive_rate,false_negative_rate,specificity,n,positive_rate_actual,positive_rate_predicted,cost
98,0.5,0.964185,0.955752,0.968624,0.979094,0.973831,0.917245,10443,757,499,23370,0.067589,0.020906,0.932411,35069,0.68063,0.687987,10737.0
99,0.505,0.963985,0.955748,0.968849,0.97855,0.973675,0.916801,10449,751,512,23357,0.067054,0.02145,0.932946,35069,0.68063,0.687445,10991.0
100,0.51,0.964099,0.956021,0.969165,0.978382,0.973752,0.917078,10457,743,516,23353,0.066339,0.021618,0.933661,35069,0.68063,0.687103,11063.0
101,0.515,0.964099,0.956211,0.969477,0.978047,0.973743,0.917095,10465,735,524,23345,0.065625,0.021953,0.934375,35069,0.68063,0.686646,11215.0
102,0.52,0.964042,0.956288,0.969669,0.977754,0.973695,0.916977,10470,730,531,23338,0.065179,0.022246,0.934821,35069,0.68063,0.686304,11350.0
103,0.525,0.964128,0.956516,0.969946,0.977586,0.973751,0.917188,10477,723,535,23334,0.064554,0.022414,0.935446,35069,0.68063,0.68599,11423.0
104,0.53,0.964071,0.956593,0.970139,0.977293,0.973703,0.917071,10482,718,542,23327,0.064107,0.022707,0.935893,35069,0.68063,0.685648,11558.0
105,0.535,0.964042,0.956738,0.970412,0.976958,0.973674,0.917025,10489,711,550,23319,0.063482,0.023042,0.936518,35069,0.68063,0.685221,11711.0
106,0.54,0.964327,0.957279,0.970973,0.97679,0.973873,0.917708,10503,697,554,23315,0.062232,0.02321,0.937768,35069,0.68063,0.684707,11777.0
107,0.545,0.964156,0.957343,0.97128,0.976203,0.973735,0.917345,10511,689,568,23301,0.061518,0.023797,0.938482,35069,0.68063,0.68408,12049.0
